num_bed,year_built,longitude,latitude,num_room,num_bath,living_area,property_type,num_parking,accessible_buildings,family_quality,art_expos,emergency_shelters,emergency_water,Facilities,fire_stations,Cultural,Monuments,police_stations,Vacant,Free_Parking,askprice
2,1997,-73.5866086,45.5240735,5,1,88.26,9,1,5,177,219,33,271,216,43,73,44,23,43,53,367000
2,1985,-73.568777,45.4926302,7,1,116.13,9,1,5,140,214,27,221,216,37,63,41,19,43,50,395000
2,1990,-73.56179237,45.54882877,5,1,86.86,9,1,6,165,208,32,232,216,39,65,42,21,43,51,275000
2,2009,-73.535,45.591059,7,1,97.92,9,1,5,124,130,23,164,182,24,50,28,14,24,29,259000
3,1984,-73.5525799,45.573806,7,2,135.64,9,1,6,143,185,27,192,215,32,58,35,18,43,50,315000
2,2007,-73.58097553,45.47493841,5,1,84.91,9,1,5,130,214,27,215,216,34,64,41,18,43,43,318000
2,1984,-73.6283029,45.5535884,5,1,92.53,9,1,5,167,192,35,255,199,41,70,39,24,42,52,314000
3,2000,-73.623992,45.5333238,5,1,107.12,9,1,5,166,210,35,279,210,43,72,43,23,43,53,402000
2,1999,-73.5581622,45.5974312,8,1,111.58,9,1,5,135,128,25,185,176,28,54,31,16,22,43,359000
3,1931,-73.5745785,45.5541251,6,1,111.48,9,1,6,169,207,32,238,216,40,67,44,22,43,52,339000
2,2008,-73.56444776,45.55251774,4,1,98.94,9,1,7,163,207,32,231,216,39,64,42,21,43,52,370000
2,1955,-73.57301474,45.5446211,5,1,85.47,9,1,5,174,213,33,250,216,41,70,44,22,43,52,310000
2,2005,-73.5331,45.5877124,6,1,92.9,9,1,5,125,132,23,164,185,24,51,28,14,26,33,250000
2,2008,-73.56454968,45.54370439,4,1,102.19,9,1,5,168,210,32,239,216,41,68,42,22,43,52,418500
2,2009,-73.53638649,45.61265653,4,1,86.77,9,1,4,111,57,23,140,75,20,36,12,10,7,20,239900
3,2004,-73.6503941,45.4237543,5,1,116.13,9,1,3,56,96,17,123,5,15,23,7,8,2,6,309000
2,2008,-73.571172,45.5546088,4,1,71.16,9,1,6,164,207,31,235,216,38,67,44,20,43,52,259000
2,2007,-73.5845475,45.591751,4,1,111.48,9,1,6,142,168,26,197,183,32,56,35,18,29,48,323000
1,2008,-73.6197072,45.5321145,4,1,48.5,9,1,5,173,215,38,281,210,45,76,43,24,43,53,271000
2,1986,-73.58021915,45.48512778,4,1,78.5,9,1,5,133,214,27,227,216,37,62,41,18,43,44,250000
2,2000,-73.5633052,45.550508,9,1,133.78,9,2,6,163,207,32,231,216,39,65,42,21,43,51,474000
2,2001,-73.5863231,45.5201797,5,1,74.32,9,1,5,173,218,33,271,216,43,73,44,23,43,53,350000
2,1999,-73.5644259,45.5525056,4,1,101.64,9,1,7,163,207,32,231,216,39,64,42,21,43,52,379000
3,2004,-73.6217714,45.5294135,6,1,128.86,9,1,5,166,214,35,281,210,44,76,43,23,43,53,399000
2,1987,-73.54138613,45.46474344,7,1,129.14,9,1,4,85,179,16,136,216,23,46,28,13,43,36,325000
1,1995,-73.56111646,45.46140992,4,1,86.4,9,1,4,106,189,20,168,216,30,52,31,15,43,39,272000
2,1980,-73.5837422,45.5022682,4,2,126.91,1,1,6,158,223,30,257,216,39,67,42,21,43,54,499000
2,2004,-73.5894238,45.6089371,4,1,93.27,9,1,5,136,88,25,185,85,26,47,24,16,8,42,259000
2,2006,-73.5924364,45.5317636,4,1,125.05,9,1,5,182,222,35,283,216,43,75,44,23,43,53,539000
2,2004,-73.5622998,45.5953846,7,1,101.36,9,1,5,141,154,27,190,179,29,55,33,17,25,43,289000
2,2006,-73.6166518,45.5427307,4,1,100.89,9,1,5,177,209,37,272,210,43,71,43,25,43,52,379000
2,2004,-73.5955792,45.534105,5,1,78.04,9,1,5,185,222,36,287,216,43,75,44,23,43,53,259000
2,2000,-73.5631097,45.5528608,5,1,90.12,9,1,7,160,207,30,229,216,39,64,42,21,43,51,259500
3,2009,-73.5861109,45.5727733,5,1,112.88,9,1,7,151,195,28,216,215,38,62,40,19,43,51,289000
2,2004,-73.5822591,45.4736519,4,1,119.38,9,1,4,130,220,26,213,216,34,65,42,18,43,42,629000
2,1941,-73.6120814,45.4953909,5,1,113.42,9,1,6,161,253,35,288,216,39,74,46,24,43,53,299000
1,1983,-73.5518682,45.51950378,4,1,69.58,9,1,4,161,209,28,222,216,36,66,41,19,43,52,234900
2,1988,-73.5730914,45.4821973,6,1,104,9,1,5,131,212,25,212,216,35,62,41,18,43,44,449000
3,1986,-73.64429712,45.56334282,7,1,111.48,9,1,4,128,132,28,217,90,32,54,29,18,14,47,327500
2,2007,-73.54960442,45.52662976,7,1,98.94,9,1,5,157,208,29,221,216,35,65,41,18,43,52,279000
3,1930,-73.6181158,45.5077027,8,2,167.23,9,2,6,169,248,36,301,216,44,76,46,24,43,55,700000
2,2007,-73.535469,45.559451,4,1,77.39,9,1,6,128,184,23,164,215,29,52,37,17,43,50,208000
3,2009,-73.5859108,45.57217562,5,1,112.88,9,1,7,154,195,29,216,215,38,62,40,19,43,51,287000
2,1999,-73.5678495,45.5129189,4,1,91.51,9,1,4,163,212,29,242,216,37,68,42,20,43,52,405000
2,1987,-73.55014086,45.46168082,6,1,103.4,9,1,4,92,180,18,152,216,24,47,28,12,43,37,329000
2,2009,-73.57715607,45.46118416,4,1,80.36,9,1,4,113,202,26,191,216,31,55,33,17,43,39,259900
1,2005,-73.5437262,45.551013,3,1,74.32,9,1,7,138,194,26,189,216,34,54,40,18,43,50,239000
1,1989,-73.5479677,45.5580226,4,1,87.05,6,1,7,141,193,26,197,216,33,58,41,19,43,50,264900
1,1890,-73.57402325,45.4813178,5,1,92.9,9,1,5,131,212,25,215,216,35,62,41,18,43,44,429000
2,2006,-73.565874,45.5440041,3,1,97.18,9,1,5,169,210,32,241,216,41,68,42,22,43,52,398000
2,2007,-73.5495422,45.5264999,4,1,74.32,9,1,5,156,208,29,220,216,35,65,41,18,43,52,259000
2,1995,-73.549751,45.463973,5,1,95.88,9,1,4,95,182,18,154,216,24,48,29,14,43,38,319000
2,2001,-73.6105893,45.4433017,5,1,113.53,9,1,5,90,201,23,165,149,25,49,28,14,36,34,345000
3,2000,-73.6238179,45.5336304,5,1,104.98,9,1,5,168,210,36,279,210,43,72,43,23,43,53,374500
2,2001,-73.56532216,45.54746131,5,1,92.9,9,1,6,167,210,32,238,216,40,68,42,21,43,52,259000
3,1997,-73.57814312,45.56036819,6,1,139.17,9,1,6,164,205,30,231,216,40,68,44,20,43,51,395000
2,2000,-73.5490827,45.5575326,7,2,221.57,9,2,7,141,193,27,201,216,34,57,41,19,43,50,395000
3,2004,-73.6178385,45.5413115,7,1,140.28,9,1,5,175,210,37,278,210,43,70,43,25,43,52,499900
3,2000,-73.5495615,45.55670228,9,1,130.16,9,1,7,146,194,27,202,216,34,60,41,18,43,50,369900
2,2003,-73.620031,45.4384189,4,1,138.33,9,1,4,80,170,22,153,74,24,42,20,13,32,27,284500
2,1986,-73.61964226,45.5115198,5,2,173.5,1,3,6,171,248,36,300,214,43,77,46,22,43,55,925000
2,2007,-73.52471352,45.59269,4,1,93.83,9,1,5,115,118,20,142,171,22,41,26,13,20,22,229000
3,1989,-73.5729111,45.4822581,5,2,138.9,9,1,5,131,212,25,211,216,36,62,41,18,43,44,649500
2,1977,-73.53947639,45.46085306,4.5,2,107.77,9,1,4,76,175,14,130,216,23,46,26,10,43,25,369000
2,2009,-73.5861109,45.5727733,5,1,102.47,9,1,7,151,195,28,216,215,38,62,40,19,43,51,279900
3,2006,-73.5427298,45.546053,5,1,106,9,1,6,137,196,25,186,216,32,57,40,18,43,50,310000
1,2007,-73.6704837,45.5251975,3,2,83.98,9,1,5,99,99,25,185,13,24,39,15,14,6,30,250000
2,1985,-73.6268632,45.5538304,4,1,101.36,9,1,5,168,193,34,257,200,41,69,40,24,42,52,357000
2,1988,-73.56107354,45.54888888,4,1,101.45,9,1,6,163,208,31,230,216,39,65,42,21,43,51,289000
id,name,description
